nupdates,serial_timesteps,clipfrac,v_mix_ev,time_elapsed,gamelenmean,gamescoremean,total_timesteps,approxkl,fps,v_ex_ev,entropy
19,38912,0.1875,0.7388487160205841,183.6191110610962,38.3,19.03316797,38912,0.014611322432756424,211,0.7043557167053223,7.364845275878906
20,40960,0.3125,0.7766731232404709,193.30002689361572,41.64,23.08727044999999,40960,0.024637646973133087,211,0.7512831836938858,7.257411956787109
21,43008,0.234375,0.7908862382173538,202.96456718444824,42.37,25.264670060000004,43008,0.013442493975162506,211,0.777328222990036,7.159575939178467
22,45056,0.265625,0.7995152473449707,212.671893119812,41.94,26.256116860000002,45056,0.019866464659571648,210,0.8128625601530075,7.090656757354736
23,47104,0.25,0.8415630161762238,222.26335334777832,44.12,27.841042279999996,47104,0.012905314564704895,213,0.8525161147117615,6.985653400421143
24,49152,0.171875,0.8002690672874451,231.83320474624634,47.29,30.725574559999995,49152,0.011678715236485004,214,0.8614537864923477,6.898715496063232
25,51200,0.3125,0.8105824142694473,241.65320014953613,52.22,34.27858808,51200,0.021124640479683876,208,0.8587160855531693,6.831803321838379
26,53248,0.1875,0.8808842971920967,251.35107040405273,53.89,36.37343327000001,53248,0.013374458067119122,211,0.907908096909523,6.772199630737305
27,55296,0.375,0.9061966463923454,261.4200129508972,55.61,38.83208931,55296,0.017377685755491257,203,0.9445975162088871,6.6898193359375
28,57344,0.265625,0.8505448997020721,271.1601531505585,58.29,40.609008630000005,57344,0.01797296851873398,210,0.9130090698599815,6.648648262023926
29,59392,0.25,0.9172570332884789,280.97439980506897,63.17,44.217860149999986,59392,0.023698633536696434,208,0.9567806199193001,6.585380554199219
30,61440,0.25,0.8733768910169601,290.85190868377686,69.11,47.707459629999995,61440,0.025881614536046982,207,0.9524678140878677,6.478876113891602
31,63488,0.09375,0.9137075319886208,300.763347864151,73.41,51.148494150000005,63488,0.008627678267657757,206,0.9690040219575167,6.382969856262207
32,65536,0.28125,0.9288500547409058,310.6386835575104,79.71,55.9206232,65536,0.016596417874097824,207,0.9709935206919909,6.280030250549316
33,67584,0.328125,0.891426682472229,320.8183755874634,83.61,57.787989710000005,67584,0.01656365767121315,201,0.9383903183043003,6.202202796936035
34,69632,0.203125,0.8811768963932991,330.8370313644409,86.68,59.63191196,69632,0.013307575136423111,204,0.9452762417495251,6.113644123077393
35,71680,0.25,0.9631291478872299,340.93600940704346,89.91,61.84919076,71680,0.018937718123197556,202,0.9872760092839599,5.980000019073486
36,73728,0.3125,0.9488263465464115,351.0256600379944,95.09,65.16454437,73728,0.018632784485816956,202,0.9858263209462166,5.881954669952393
37,75776,0.234375,0.9712698366492987,361.1774661540985,100.68,68.39276774,75776,0.02441057376563549,201,0.9889194276183844,5.7984843254089355
38,77824,0.21875,0.9652743190526962,371.8681926727295,109.82,74.07730066,77824,0.01164104975759983,191,0.9892178159207106,5.712188243865967
39,79872,0.28125,0.9682996980845928,382.5188887119293,117.52,78.59268546999999,79872,0.02514287270605564,192,0.989013122394681,5.638092994689941
40,81920,0.1875,0.9709404408931732,393.7423298358917,128.09,84.76015036999999,81920,0.015591694042086601,182,0.9892985792830586,5.565696716308594
41,83968,0.21875,0.9522408470511436,405.11233162879944,141.03,91.65473975999997,83968,0.018689829856157303,180,0.9861213434487581,5.471500396728516
42,86016,0.171875,0.9555999897420406,416.8594319820404,153.84,98.32771332,86016,0.012547116726636887,174,0.9818448610603809,5.3520941734313965
43,88064,0.21875,0.7890088111162186,430.6665008068085,170.42,106.93287201999999,88064,0.012894079089164734,148,0.8310218304395676,5.258642196655273
44,90112,0.125,0.10787791013717651,445.9507462978363,188.27,116.06571921000001,90112,0.010983710177242756,133,0.09662538766860962,5.237343788146973
45,92160,0.109375,0.15629082918167114,462.5269377231598,206.23,125.36169796,92160,0.011901125311851501,123,0.0798346996307373,5.166484832763672
46,94208,0.296875,0.16059505939483643,478.15899419784546,224.33,134.60683303,94208,0.02604621648788452,131,0.05965566635131836,5.135461807250977
47,96256,0.25,0.09260332584381104,492.9816257953644,242.49,143.8869426,96256,0.01413307711482048,138,0.052905380725860596,5.119134902954102
48,98304,0.34375,0.07397431135177612,507.7609136104584,260.08,152.69829109,98304,0.024503234773874283,138,0.09968674182891846,5.113871097564697
49,100352,0.140625,0.157118022441864,524.0058178901672,277.67,161.74115191,100352,0.013234969228506088,126,0.12168586254119873,5.113376617431641
50,102400,0.265625,0.22229784727096558,538.8860611915588,295.6,170.85479422,102400,0.019527260214090347,137,0.12145721912384033,5.085297584533691
51,104448,0.1875,0.04620695114135742,554.4466257095337,313.93,180.41681694,104448,0.01703691855072975,131,-0.0003110170364379883,5.088065147399902
52,106496,0.234375,0.1687273383140564,570.7751619815826,331.72,189.63816192,106496,0.019001292064785957,125,0.17864543199539185,5.074856281280518
53,108544,0.109375,0.17350411415100098,590.8295876979828,349.4,198.99664350999998,108544,0.011289244517683983,102,0.1300867795944214,5.060834884643555
54,110592,0.265625,0.2073470950126648,607.7987155914307,367.41,208.51315699,110592,0.017280213534832,120,0.185843825340271,5.022510051727295
55,112640,0.3125,0.6617696583271027,622.5116548538208,387.11,219.15620735000002,112640,0.02371084690093994,139,0.7245350778102875,5.001165866851807
56,114688,0.421875,0.06484311819076538,637.504209280014,405.11,228.88792335,114688,0.030365347862243652,136,0.025900721549987793,4.952308654785156
57,116736,0.328125,0.7128149569034576,653.0353202819824,422.13,238.59373067999996,116736,0.02928004041314125,131,0.8046638071537018,4.897532939910889
58,118784,0.25,0.7603304088115692,672.2938301563263,439.18,248.40642217000004,118784,0.02362607978284359,106,0.7674418836832047,4.833664894104004
59,120832,0.265625,0.6069140434265137,687.7751996517181,462.69,262.09352666,120832,0.01683543622493744,132,0.606317400932312,4.784348011016846
60,122880,0.25,0.7989853769540787,705.7798492908478,479.46,272.45527613999997,122880,0.016655435785651207,113,0.8170502036809921,4.766305923461914
61,124928,0.3125,0.09125739336013794,723.8088994026184,497.09,282.9352071,124928,0.016624948009848595,113,0.20352911949157715,4.777582168579102
62,126976,0.203125,0.12728911638259888,742.0079910755157,514.1,293.37755256,126976,0.011655904352664948,112,0.3094274401664734,4.754722595214844
63,129024,0.234375,0.07423502206802368,757.5035681724548,532.0,304.56632352,129024,0.017033178359270096,132,0.25867003202438354,4.702588081359863
64,131072,0.328125,0.7077810168266296,772.3325774669647,547.83,314.65267195,131072,0.02052542194724083,138,0.7900836318731308,4.623806953430176
65,133120,0.234375,0.9562104344367981,785.6585276126862,565.95,326.61503446,133120,0.014729335904121399,153,0.9644327871501446,4.614981651306152
66,135168,0.34375,0.750221386551857,799.8960132598877,582.76,337.94200428,135168,0.025683768093585968,143,0.7451185286045074,4.561478614807129
67,137216,0.234375,0.872380867600441,814.6595878601074,599.26,348.98576924,137216,0.014470884576439857,138,0.9049586802721024,4.558758735656738
68,139264,0.265625,0.9041628837585449,827.2257671356201,613.98,358.6271554599999,139264,0.02298191748559475,162,0.9142892584204674,4.554989337921143
69,141312,0.25,0.7305184900760651,841.69447016716,632.14,371.15930973999997,141312,0.015633048489689827,141,0.7274300456047058,4.534596920013428
70,143360,0.21875,0.9591541662812233,856.3029234409332,646.2,381.17843103000007,143360,0.017142027616500854,140,0.9640259779989719,4.499732971191406
71,145408,0.25,0.431209921836853,873.1007306575775,663.36,393.1303627,145408,0.015310198068618774,121,0.635113537311554,4.431220054626465
72,147456,0.21875,0.39836806058883667,890.64510846138,680.7,403.59060543,147456,0.013221683911979198,116,0.5427936613559723,4.392650604248047
73,149504,0.296875,0.34786123037338257,906.271152973175,697.53,414.3280161800001,149504,0.01461060717701912,131,0.4671476483345032,4.4062604904174805
74,151552,0.265625,0.25069403648376465,923.6721453666687,713.92,425.36867598000003,151552,0.019304905086755753,117,0.48223114013671875,4.395540714263916
75,153600,0.21875,0.5124587416648865,938.7789928913116,730.78,436.5014945700001,153600,0.014592461287975311,135,0.5181564688682556,4.359258651733398
76,155648,0.40625,0.3042598366737366,957.2272534370422,745.62,446.7492703,155648,0.027292009443044662,111,0.5176802575588226,4.324535369873047
77,157696,0.28125,0.14838707447052002,976.0623705387115,763.07,458.8566656700001,157696,0.01620011404156685,108,0.2850185036659241,4.297169208526611
78,159744,0.28125,0.1524289846420288,995.5476362705231,779.53,470.64047238000006,159744,0.019444221630692482,105,0.30619341135025024,4.281462669372559
79,161792,0.265625,0.26331913471221924,1012.4304611682892,796.11,482.33812465000005,161792,0.021193034946918488,121,0.4568588137626648,4.246132850646973
80,163840,0.3125,0.20052361488342285,1031.238712310791,811.73,493.9230412500001,163840,0.017971714958548546,108,0.38482892513275146,4.216692924499512
81,165888,0.40625,0.16480958461761475,1049.8267369270325,827.13,505.3246487800001,165888,0.03270391747355461,110,0.3112782835960388,4.166659832000732
82,167936,0.296875,0.14635640382766724,1068.9511322975159,848.55,521.84083455,167936,0.01909518986940384,107,0.244886577129364,4.130130767822266
83,169984,0.265625,0.3015381693840027,1088.7665734291077,863.7,533.0401599400001,169984,0.02142075076699257,103,0.41848886013031006,4.106744766235352
84,172032,0.28125,0.2269878387451172,1107.3460931777954,876.29,543.7916501100001,172032,0.01325160637497902,110,0.555152028799057,4.054637908935547
85,174080,0.265625,0.30591297149658203,1125.4048917293549,891.15,554.60950289,174080,0.023950843140482903,113,0.5133475363254547,4.013840675354004
86,176128,0.25,0.3251150846481323,1141.8635730743408,906.66,566.45561847,176128,0.02383115515112877,124,0.4138835668563843,4.031314849853516
87,178176,0.15625,0.16663283109664917,1157.6844251155853,911.4,573.1122091100001,178176,0.01317376084625721,129,0.555350661277771,4.015575408935547
88,180224,0.25,0.052360475063323975,1173.4203383922577,921.68,582.2446897799999,180224,0.025460317730903625,130,0.5082961022853851,3.991248607635498
89,182272,0.453125,0.23109161853790283,1189.343814611435,921.68,586.40003285,182272,0.03546103835105896,128,0.43023544549942017,3.950129508972168
90,184320,0.171875,0.1673755645751953,1204.861831188202,921.68,590.7561317199999,184320,0.012173855677247047,131,0.3682161569595337,3.928196430206299
91,186368,0.3125,0.5146820247173309,1219.3685946464539,913.25,591.0265241,186368,0.01620727777481079,141,0.6142598688602448,3.922078847885132
92,188416,0.453125,0.27478206157684326,1235.4734201431274,913.25,595.7070033499999,188416,0.0458027645945549,127,0.5403980314731598,3.9096620082855225
93,190464,0.25,0.27952831983566284,1251.3968150615692,913.25,600.3703181999999,190464,0.01637738011777401,128,0.5790888071060181,3.8342034816741943
94,192512,0.375,0.29145950078964233,1267.1803030967712,913.25,605.0535258699999,192512,0.0285800788551569,129,0.5659091472625732,3.821382999420166
95,194560,0.21875,0.3118706941604614,1282.8633499145508,913.25,609.73849058,194560,0.013836582191288471,130,0.5509211122989655,3.806519031524658
96,196608,0.28125,0.2018141746520996,1298.735961675644,913.25,613.9195638699999,196608,0.01892869547009468,129,0.26154273748397827,3.790332317352295
97,198656,0.21875,0.1592773199081421,1314.606635093689,913.25,617.78092221,198656,0.011769134551286697,129,0.45208340883255005,3.7963948249816895
98,200704,0.34375,0.26238977909088135,1330.450632572174,913.25,621.82513736,200704,0.020297404378652573,129,0.5453797280788422,3.748478412628174
99,202752,0.375,0.29645252227783203,1346.452580690384,913.25,626.51259062,202752,0.023535728454589844,127,0.4719768762588501,3.712158203125
100,204800,0.359375,0.35838931798934937,1362.1980075836182,919.94,634.59805597,204800,0.021237120032310486,130,0.673482358455658,3.678046941757202
101,206848,0.265625,0.3019323945045471,1379.6193499565125,919.94,638.2124344599999,206848,0.01780322939157486,117,0.4821542501449585,3.6441051959991455
102,208896,0.234375,0.21305018663406372,1397.4267456531525,920.43,642.1428617500001,208896,0.020208928734064102,115,0.42472368478775024,3.5665946006774902
103,210944,0.328125,0.14231938123703003,1415.6797232627869,921.14,645.9351386800001,210944,0.02003546431660652,112,0.39644932746887207,3.5272483825683594
104,212992,0.234375,0.13570594787597656,1434.587555885315,921.14,649.9102117500001,212992,0.01637294888496399,108,0.413188099861145,3.503420829772949
105,215040,0.171875,0.17177146673202515,1453.904423236847,923.28,654.73220184,215040,0.016944926232099533,106,0.576606959104538,3.518183708190918
106,217088,0.25,0.16773831844329834,1473.4188134670258,924.26,660.54636043,217088,0.019629323855042458,104,0.5181154906749725,3.510310649871826
107,219136,0.28125,0.1527465581893921,1493.0312128067017,924.26,663.78360235,219136,0.015451671555638313,104,0.43602460622787476,3.4294393062591553
108,221184,0.21875,0.31990623474121094,1512.0115325450897,924.26,664.49451218,221184,0.013841424137353897,107,0.7657327055931091,3.3842687606811523
109,223232,0.3125,0.13284224271774292,1530.2738041877747,926.57,668.9428753799999,223232,0.021590465679764748,112,0.2793228030204773,3.385282278060913
110,225280,0.3125,0.2569752335548401,1547.9949343204498,932.08,674.97056876,225280,0.02055993676185608,115,0.39923352003097534,3.3190624713897705
111,227328,0.265625,0.1771392822265625,1564.6977739334106,934.93,678.9303348499999,227328,0.02124544233083725,122,0.2564346194267273,3.2649621963500977
112,229376,0.3125,0.2581259608268738,1580.7244155406952,943.28,686.9177421599998,229376,0.022201139479875565,127,0.23829489946365356,3.213665723800659
113,231424,0.34375,0.12219679355621338,1596.5630264282227,949.16,693.8322383699998,231424,0.02433190867304802,129,0.0903506875038147,3.180969715118408
114,233472,0.234375,0.13956928253173828,1611.4670214653015,952.6,698.8745273000002,233472,0.01732034794986248,137,0.021787166595458984,3.1989450454711914
115,235520,0.3125,0.23098480701446533,1625.997955083847,964.28,708.8045820300001,235520,0.019348829984664917,140,0.13648051023483276,3.157731771469116
116,237568,0.453125,0.5435841679573059,1640.962530374527,970.47,714.7626890600001,237568,0.03236551582813263,136,0.6524253487586975,3.144059181213379
117,239616,0.328125,0.49755531549453735,1654.6409499645233,965.23,713.6589016300001,239616,0.0212035421282053,149,0.5715968608856201,3.1098031997680664
118,241664,0.3125,0.2680991291999817,1669.2517957687378,965.23,715.95219895,241664,0.027161024510860443,140,0.3045082688331604,3.0804355144500732
119,243712,0.3125,0.2120448350906372,1683.8184287548065,965.23,719.9618837100002,243712,0.026036202907562256,140,0.05560272932052612,3.074812650680542
120,245760,0.359375,0.23994708061218262,1698.24152135849,965.23,723.4930346500001,245760,0.029670195654034615,142,0.19430780410766602,3.0225467681884766
121,247808,0.25,0.27884846925735474,1712.882084608078,965.23,726.69509743,247808,0.02034604176878929,139,0.1737324595451355,3.0359058380126953
122,249856,0.34375,0.18476635217666626,1727.6708958148956,965.23,729.9694104800001,249856,0.017937973141670227,138,-0.0710291862487793,2.9972472190856934
123,251904,0.34375,0.2190183401107788,1742.2740178108215,973.56,738.81233966,251904,0.02112147957086563,140,0.3539184331893921,2.972339630126953
124,253952,0.390625,0.16202527284622192,1756.8179059028625,973.56,741.9827209800001,253952,0.03356565535068512,140,0.16771525144577026,2.964289665222168
125,256000,0.296875,0.21884018182754517,1771.63139295578,973.56,744.8452406,256000,0.022267131134867668,138,0.022631347179412842,2.948765754699707
126,258048,0.265625,0.26650387048721313,1787.2854645252228,973.56,747.7177492300001,258048,0.01606321707367897,130,0.26335352659225464,2.9235317707061768
127,260096,0.328125,0.22763139009475708,1803.0026607513428,973.56,750.7672916200002,260096,0.025877777487039566,130,0.03933548927307129,2.911355495452881
128,262144,0.375,0.19490772485733032,1818.8596680164337,973.56,753.13693516,262144,0.02865101769566536,129,0.11079686880111694,2.862231731414795
129,264192,0.265625,0.2417072057723999,1836.5528700351715,973.56,756.1940164099999,264192,0.02527851238846779,115,0.07622379064559937,2.835178852081299
130,266240,0.203125,0.4498322010040283,1852.437837600708,964.54,752.0935865399999,266240,0.016462113708257675,128,0.6024284958839417,2.815631866455078
131,268288,0.328125,0.2934110760688782,1869.0602803230286,964.54,754.4725589700001,268288,0.022384971380233765,123,0.029750168323516846,2.7822883129119873
132,270336,0.390625,0.23561829328536987,1887.283541917801,964.54,757.84812454,270336,0.030367720872163773,112,0.02069026231765747,2.762406826019287
133,272384,0.296875,0.23001235723495483,1906.9922716617584,964.54,762.0635057100001,272384,0.016542859375476837,103,-0.02052319049835205,2.7643628120422363
134,274432,0.265625,0.2963069677352905,1925.466212272644,964.54,764.4284276,274432,0.018909422680735588,110,0.04463595151901245,2.747880458831787
135,276480,0.296875,0.1934604048728943,1944.19389462471,964.54,766.9426685699999,276480,0.021605052053928375,109,0.027501821517944336,2.752089738845825
136,278528,0.34375,0.16099876165390015,1961.5605490207672,964.54,769.9466227499998,278528,0.027332793921232224,117,0.16130608320236206,2.7192959785461426
137,280576,0.328125,0.4827163815498352,1975.8970823287964,961.87,770.08872112,280576,0.026150792837142944,142,0.6205399632453918,2.6733570098876953
138,282624,0.359375,0.29274505376815796,1990.221019268036,961.87,772.7469100599999,282624,0.029395781457424164,142,0.08421307802200317,2.66801118850708
139,284672,0.296875,0.5555488169193268,2008.5041012763977,966.71,778.6091747099999,284672,0.02866419032216072,112,0.608413964509964,2.6537976264953613
140,286720,0.328125,0.22586685419082642,2026.4633734226227,966.71,781.0679696899999,286720,0.017278622835874557,114,-0.07928168773651123,2.6589179039001465
141,288768,0.359375,0.3463948965072632,2040.828022480011,962.8,780.76160139,288768,0.02951018698513508,142,0.39192742109298706,2.60194993019104
142,290816,0.375,0.24154847860336304,2055.5592403411865,962.8,783.12479605,290816,0.021985327824950218,139,-0.0009717941284179688,2.568527936935425
143,292864,0.375,0.409285306930542,2070.6063420772552,962.8,786.4627216199999,292864,0.027794061228632927,136,0.03293997049331665,2.581892967224121
144,294912,0.265625,0.2885704040527344,2085.261536836624,962.8,789.57953769,294912,0.020086336880922318,139,0.004786193370819092,2.5471749305725098
145,296960,0.390625,0.43700164556503296,2099.682280063629,957.81,789.1275967099999,296960,0.028418341651558876,142,0.4301435351371765,2.5049631595611572
146,299008,0.4375,0.23456376791000366,2117.5365657806396,957.81,792.1248371599999,299008,0.035503119230270386,114,-0.051799893379211426,2.4618120193481445
147,301056,0.34375,0.3876878619194031,2133.508502483368,957.81,794.35498126,301056,0.023976847529411316,128,0.1270243525505066,2.4565935134887695
148,303104,0.34375,0.3331272006034851,2149.3699617385864,957.81,798.2019304,303104,0.027237338945269585,129,0.11954647302627563,2.4459333419799805
149,305152,0.265625,0.2928047776222229,2165.573565006256,957.81,801.7719064799999,305152,0.01927470788359642,126,0.17904680967330933,2.4327077865600586
150,307200,0.40625,0.33443254232406616,2180.489926099777,957.81,804.7247884100001,307200,0.04066067934036255,137,0.11424422264099121,2.406571626663208
151,309248,0.3125,0.27838134765625,2196.1320881843567,957.81,807.5146668100001,309248,0.028319787234067917,130,0.040883779525756836,2.3951077461242676
152,311296,0.265625,0.4966665506362915,2212.7484290599823,954.12,806.8280244700001,311296,0.025128096342086792,123,0.5335919857025146,2.365917682647705
153,313344,0.421875,0.25191670656204224,2228.2765526771545,954.12,809.8965376300001,313344,0.027358053252100945,131,-0.010295629501342773,2.336155891418457
154,315392,0.375,0.3452566862106323,2245.693039894104,954.12,813.0531402700002,315392,0.03280676156282425,117,0.0572504997253418,2.3131043910980225
155,317440,0.328125,0.3340691924095154,2263.0411245822906,954.12,818.46743703,317440,0.023716991767287254,118,0.02332627773284912,2.290715217590332
156,319488,0.296875,0.23530995845794678,2282.2352633476257,954.12,822.0156331500002,319488,0.03180933743715286,106,0.01007533073425293,2.264106273651123
157,321536,0.28125,0.2057148814201355,2300.5829281806946,954.12,827.9318421800001,321536,0.02492918074131012,111,0.012602448463439941,2.247762680053711
158,323584,0.4375,0.5624580085277557,2315.308252811432,950.79,828.3311576599999,323584,0.03290979564189911,139,0.6144631803035736,2.2213780879974365
159,325632,0.328125,0.3487647771835327,2330.0560989379883,950.79,831.8410202700001,325632,0.02204045280814171,138,0.1544833779335022,2.1710996627807617
160,327680,0.296875,0.35694265365600586,2344.840807199478,950.79,836.1292262100001,327680,0.029772251844406128,138,0.07470053434371948,2.1813647747039795
161,329728,0.375,0.3462744951248169,2359.7786343097687,950.79,840.26839597,329728,0.02824573963880539,137,-0.005759477615356445,2.1424169540405273
162,331776,0.265625,0.38442307710647583,2374.171357154846,952.67,845.2549566800001,331776,0.028878431767225266,142,0.04460954666137695,2.1301381587982178
163,333824,0.328125,0.3777443766593933,2388.3047823905945,957.57,853.8786721600002,333824,0.025920795276761055,144,0.32944434881210327,2.0914340019226074
164,335872,0.265625,0.5413770973682404,2405.634393453598,958.07,857.2317553199999,335872,0.022560348734259605,118,0.41924917697906494,2.061400890350342
165,337920,0.328125,0.5795210003852844,2419.7118117809296,945.2,851.6700920199999,337920,0.028949111700057983,145,0.6162554621696472,2.0711185932159424
166,339968,0.203125,0.37285351753234863,2437.8677945137024,945.2,855.8282078799998,339968,0.014911455102264881,112,0.028063178062438965,2.032608985900879
167,342016,0.421875,0.6520019173622131,2451.770446538925,935.09,851.05970722,342016,0.03413518890738487,147,0.6788293719291687,2.0283238887786865
168,344064,0.328125,0.3313906192779541,2467.7567405700684,935.09,854.4723025800001,344064,0.027351684868335724,128,0.046897172927856445,2.039473533630371
169,346112,0.265625,0.6724757254123688,2481.361249446869,917.59,843.6882436699999,346112,0.020731136202812195,150,0.7697046250104904,1.986593246459961
170,348160,0.46875,0.2511216402053833,2499.572511911392,917.59,847.92159924,348160,0.029928337782621384,112,0.10622060298919678,1.9672926664352417
171,350208,0.3125,0.28643518686294556,2515.9135229587555,917.59,851.3935935499999,350208,0.02383081428706646,125,0.026177287101745605,1.9393362998962402
172,352256,0.296875,0.7481893599033356,2531.006541967392,908.84,847.4108045,352256,0.023514073342084885,135,0.6345501244068146,1.922122597694397
173,354304,0.328125,0.4113369584083557,2549.1027448177338,908.84,851.0908333799998,354304,0.027214588597416878,113,0.013933658599853516,1.9310932159423828
174,356352,0.3125,0.3102152347564697,2566.366359949112,917.58,862.0742269199999,356352,0.02551192417740822,118,0.07728588581085205,1.910090684890747
175,358400,0.25,0.7982110977172852,2580.84308052063,901.85,851.08608922,358400,0.0236494280397892,141,0.7786702364683151,1.9021309614181519
176,360448,0.3125,0.3668171167373657,2597.5324993133545,901.85,854.46209011,360448,0.030347559601068497,122,0.0811113715171814,1.8910950422286987
177,362496,0.359375,0.563398003578186,2615.9772696495056,901.85,857.4691021399999,362496,0.025002632290124893,111,0.20835262537002563,1.8763550519943237
178,364544,0.4375,0.4423132538795471,2634.752935886383,901.85,860.9059917199999,364544,0.029549887403845787,109,0.12218886613845825,1.8370250463485718
179,366592,0.296875,0.35835546255111694,2652.8673346042633,901.85,866.99697257,366592,0.020053571090102196,113,0.09351503849029541,1.8109346628189087
180,368640,0.328125,0.29640185832977295,2670.707235097885,901.85,870.7152850500001,368640,0.026734253391623497,114,-0.013804078102111816,1.7399183511734009
181,370688,0.34375,0.4014618396759033,2687.779552459717,904.52,877.3597372199999,370688,0.023350119590759277,119,0.09298253059387207,1.7139226198196411
182,372736,0.375,0.46718645095825195,2706.011449813843,899.58,877.47731699,372736,0.12527631223201752,112,0.4252049922943115,1.6959068775177002
183,374784,0.4375,0.8077109307050705,2721.5993711948395,892.55,873.1832375900001,374784,0.03761705756187439,131,0.7467024922370911,1.7129472494125366
184,376832,0.359375,0.32165783643722534,2737.0494709014893,892.55,877.7856428800001,376832,0.04350084811449051,132,-0.057579636573791504,1.6789131164550781
185,378880,0.390625,0.42295247316360474,2754.0222158432007,896.46,885.9471426700001,378880,0.03352535516023636,120,0.018807172775268555,1.6699728965759277
186,380928,0.28125,0.44543105363845825,2771.3749883174896,896.46,890.8117298799999,380928,0.02803783304989338,118,0.24297016859054565,1.6489554643630981
187,382976,0.265625,0.6704314351081848,2786.75795006752,888.27,888.6144211400001,382976,0.02699369005858898,133,0.5938626527786255,1.6307775974273682
188,385024,0.375,0.44766515493392944,2802.3511090278625,888.27,892.9834600799998,385024,0.026151683181524277,131,0.16355150938034058,1.6117503643035889
189,387072,0.28125,0.5270950496196747,2821.600068807602,892.51,901.29996861,387072,0.03103039599955082,106,0.5226200520992279,1.5757213830947876
190,389120,0.3125,0.7268974483013153,2837.0729529857635,884.33,898.6732854,389120,0.019225360825657845,132,0.6686731278896332,1.572217345237732
191,391168,0.390625,0.4593347907066345,2855.305772304535,884.33,903.04682754,391168,0.036064907908439636,112,0.06814444065093994,1.5357658863067627
192,393216,0.453125,0.3928230404853821,2870.050624370575,876.09,899.80034147,393216,0.0371943861246109,138,0.2906567454338074,1.487133502960205
193,395264,0.296875,0.4830881953239441,2883.9372754096985,869.54,898.8449862600002,395264,0.029894590377807617,147,0.4179067015647888,1.461029052734375
194,397312,0.375,0.40481650829315186,2898.562824010849,873.23,906.7239210700001,397312,0.03877357020974159,140,0.05549043416976929,1.4370135068893433
195,399360,0.484375,0.36418700218200684,2913.071934700012,873.23,911.35480606,399360,0.049977563321590424,141,0.03674125671386719,1.3927111625671387
196,401408,0.375,0.3381662368774414,2927.6396486759186,873.23,915.7348344999998,401408,0.05027037858963013,140,0.12947791814804077,1.3487874269485474
197,403456,0.296875,0.4303690791130066,2942.0052757263184,872.32,918.8953248700001,403456,0.02830633893609047,142,0.49364173412323,1.3232269287109375
198,405504,0.484375,0.322556734085083,2957.9268550872803,872.32,923.46029375,405504,0.043412063270807266,128,0.008596062660217285,1.3058491945266724
199,407552,0.421875,0.33370643854141235,2975.3888623714447,872.32,927.4803704799998,407552,0.03150303289294243,117,-0.005579471588134766,1.2674025297164917
200,409600,0.453125,0.3222928047180176,2992.468926668167,872.32,931.9063169,409600,0.047058455646038055,119,-0.01494288444519043,1.2546573877334595
201,411648,0.3125,0.35654890537261963,3009.481796503067,875.65,939.8885664,411648,0.02245837077498436,120,0.10453331470489502,1.230932354927063
202,413696,0.453125,0.38448065519332886,3027.0488283634186,875.65,945.28910898,413696,0.032480742782354355,116,0.4700503945350647,1.1628714799880981
203,415744,0.328125,0.3254925012588501,3045.2928383350372,875.65,950.6539296499999,415744,0.02607598900794983,112,0.10848098993301392,1.129746437072754
204,417792,0.578125,0.2681174874305725,3063.0067455768585,875.65,956.0824299300001,417792,0.05778352916240692,115,0.2568070888519287,1.0688544511795044
205,419840,0.328125,0.2726547122001648,3080.189905643463,875.65,960.9030627699999,419840,0.02657611481845379,119,0.029069483280181885,1.0497530698776245
206,421888,0.34375,0.27849435806274414,3096.431252717972,880.16,970.06527076,421888,0.02623792178928852,126,0.18455541133880615,1.0144082307815552
207,423936,0.375,0.7240668833255768,3115.633401155472,878.85,971.5197315800001,423936,0.0369374081492424,106,0.6574791371822357,0.9591338634490967
208,425984,0.484375,0.19620764255523682,3135.50311088562,891.72,991.97286505,425984,0.04386649280786514,103,0.002245306968688965,0.9417569637298584
209,428032,0.4375,0.285234272480011,3154.796523332596,891.72,996.80811512,428032,0.05943314731121063,106,0.11095142364501953,0.9070949554443359
210,430080,0.515625,0.31401175260543823,3173.5504524707794,891.72,1001.5527012799998,430080,0.04602576792240143,109,0.05419641733169556,0.9201040267944336
211,432128,0.34375,0.29838502407073975,3190.6423559188843,901.83,1017.1161548700001,432128,0.026737693697214127,119,0.06209516525268555,0.9167264699935913
212,434176,0.359375,0.3015851378440857,3208.7339990139008,901.83,1022.9033867300001,434176,0.03519102931022644,113,-0.029808759689331055,0.8823732137680054
213,436224,0.453125,0.3233553171157837,3223.7585320472717,910.26,1036.47243646,436224,0.058445848524570465,136,0.015111684799194336,0.8390953540802002
214,438272,0.4375,0.3376254439353943,3239.0914313793182,919.33,1051.14619722,438272,0.03492310643196106,133,0.09887760877609253,0.831129789352417
215,440320,0.28125,0.34202224016189575,3253.7394556999207,919.33,1056.14850814,440320,0.02027471736073494,139,0.1972610354423523,0.7928454875946045
216,442368,0.28125,0.43760794401168823,3268.0563802719116,912.63,1055.47841487,442368,0.021982867270708084,143,0.43144041299819946,0.7762186527252197
217,444416,0.390625,0.27814483642578125,3285.6627378463745,921.38,1070.48650345,444416,0.028967754915356636,116,0.13563144207000732,0.730542778968811
