#{"t_start": 1620892422.01914, "env_id": "CartPole-v0"}
r,l,t
10.0,10,262.431626
9.0,9,262.448369
11.0,11,262.468446
8.0,8,262.48328
10.0,10,262.502205
10.0,10,262.520568
9.0,9,262.537296
10.0,10,262.555696
10.0,10,262.574335
8.0,8,262.589391
10.0,10,265.316854
9.0,9,265.334119
10.0,10,265.352439
10.0,10,265.370707
10.0,10,265.389132
10.0,10,265.408367
9.0,9,265.425592
9.0,9,265.442368
9.0,9,265.459059
9.0,9,265.4757
10.0,10,265.494475
8.0,8,265.50938
10.0,10,265.527959
8.0,8,265.542725
9.0,9,265.559487
9.0,9,265.576293
9.0,9,265.593145
10.0,10,265.61189
9.0,9,265.628665
10.0,10,265.646942
9.0,9,265.663234
10.0,10,265.68138
8.0,8,265.695862
9.0,9,265.71232
10.0,10,265.730438
10.0,10,265.749422
9.0,9,265.766179
10.0,10,265.784695
10.0,10,265.803312
10.0,10,265.82181
9.0,9,265.839342
10.0,10,265.858793
10.0,10,265.877531
10.0,10,265.896074
10.0,10,265.914487
8.0,8,265.929365
8.0,8,265.944129
10.0,10,265.962517
9.0,9,265.97929
10.0,10,265.997737
10.0,10,266.016333
8.0,8,266.031156
8.0,8,266.046045
9.0,9,266.062615
10.0,10,266.081206
9.0,9,266.097884
10.0,10,266.116805
8.0,8,266.131644
9.0,9,266.148432
10.0,10,266.16704
8.0,8,266.181842
10.0,10,266.200815
10.0,10,266.219078
8.0,8,266.233797
10.0,10,266.252319
10.0,10,266.270687
10.0,10,266.289152
10.0,10,266.307498
10.0,10,266.325646
9.0,9,266.341977
10.0,10,266.360091
10.0,10,266.378198
10.0,10,266.396294
10.0,10,266.414413
10.0,10,266.432777
10.0,10,266.451761
9.0,9,266.468635
10.0,10,266.486715
9.0,9,266.502954
8.0,8,266.517396
9.0,9,266.533661
10.0,10,266.551724
8.0,8,266.566161
11.0,11,266.586119
8.0,8,266.600621
9.0,9,266.616874
9.0,9,266.633109
10.0,10,266.651125
10.0,10,266.66916
9.0,9,266.685405
10.0,10,266.703434
10.0,10,266.721473
10.0,10,266.739527
9.0,9,266.755821
10.0,10,266.773889
10.0,10,266.792003
10.0,10,266.810186
10.0,10,266.828393
10.0,10,266.846484
9.0,9,266.862892
10.0,10,266.881187
8.0,8,266.896689
9.0,9,266.913801
10.0,10,266.932007
10.0,10,266.950208
8.0,8,266.964767
9.0,9,266.98153
10.0,10,266.999801
8.0,8,267.014294
9.0,9,267.030687
9.0,9,267.047137
9.0,9,267.063673
8.0,8,267.078315
10.0,10,267.096642
11.0,11,267.116554
9.0,9,267.132964
10.0,10,267.15098
8.0,8,267.165384
9.0,9,267.181554
9.0,9,267.197807
8.0,8,267.212197
9.0,9,267.22911
11.0,11,267.249129
10.0,10,267.267349
10.0,10,267.286105
10.0,10,267.305604
10.0,10,267.324947
10.0,10,267.343319
9.0,9,267.359892
9.0,9,267.376462
8.0,8,267.391512
9.0,9,267.409002
10.0,10,267.427926
10.0,10,267.446439
10.0,10,267.464942
9.0,9,267.481611
8.0,8,267.497433
9.0,9,267.515726
9.0,9,267.532525
8.0,8,267.547572
9.0,9,267.564484
9.0,9,267.58156
10.0,10,267.601491
10.0,10,267.621501
10.0,10,267.641211
10.0,10,267.660815
10.0,10,267.680398
9.0,9,267.698151
10.0,10,267.717711
8.0,8,267.733383
10.0,10,267.752934
10.0,10,267.772487
8.0,8,267.788156
10.0,10,267.807727
8.0,8,267.823359
9.0,9,267.840962
9.0,9,267.858548
9.0,9,267.876193
8.0,8,267.891938
9.0,9,267.909529
10.0,10,267.928921
9.0,9,267.946418
10.0,10,267.965696
10.0,10,267.985318
10.0,10,268.003955
9.0,9,268.020312
10.0,10,268.038476
10.0,10,268.056595
8.0,8,268.071079
9.0,9,268.087416
10.0,10,268.106066
10.0,10,268.125068
8.0,8,268.139768
10.0,10,268.158152
9.0,9,268.174811
10.0,10,268.193403
10.0,10,268.21258
10.0,10,268.23081
10.0,10,268.249046
9.0,9,268.265624
10.0,10,268.284007
10.0,10,268.302445
10.0,10,268.320713
8.0,8,268.335303
9.0,9,268.351821
10.0,10,268.370072
9.0,9,268.38662
10.0,10,268.404981
8.0,8,268.41963
10.0,10,268.437966
11.0,11,268.458127
10.0,10,268.476505
9.0,9,268.493021
9.0,9,268.509472
10.0,10,268.527803
8.0,8,268.542377
10.0,10,268.560666
10.0,10,268.579071
10.0,10,268.597454
9.0,9,268.613966
8.0,8,268.628598
9.0,9,268.645001
10.0,10,268.66344
9.0,9,268.679927
8.0,8,268.69447
10.0,10,268.712948
8.0,8,268.727666
10.0,10,268.745813
10.0,10,268.763958
10.0,10,268.782067
10.0,10,268.800206
10.0,10,268.818308
9.0,9,268.834695
10.0,10,268.852799
9.0,9,268.869117
10.0,10,268.887351
8.0,8,268.902568
9.0,9,268.920015
9.0,9,268.936631
10.0,10,268.955177
10.0,10,268.973686
10.0,10,268.993622
11.0,11,269.015139
8.0,8,269.030433
9.0,9,269.04767
9.0,9,269.064668
10.0,10,269.084656
9.0,9,269.103247
10.0,10,271.838584
10.0,10,271.857539
10.0,10,271.876432
9.0,9,271.893418
10.0,10,271.912427
9.0,9,271.929463
8.0,8,271.944581
10.0,10,271.963516
9.0,9,271.980536
8.0,8,271.99574
9.0,9,272.01242
9.0,9,272.029008
10.0,10,272.047422
10.0,10,272.065865
10.0,10,272.084274
9.0,9,272.100858
10.0,10,272.119421
11.0,11,272.139616
9.0,9,272.156306
10.0,10,272.174814
9.0,9,272.191477
8.0,8,272.206321
8.0,8,272.221054
9.0,9,272.237544
10.0,10,272.255988
9.0,9,272.272475
10.0,10,272.290924
9.0,9,272.307489
9.0,9,272.324092
9.0,9,272.340539
10.0,10,272.359017
10.0,10,272.377377
9.0,9,272.39391
8.0,8,272.408578
10.0,10,272.4271
10.0,10,272.44542
9.0,9,272.462007
9.0,9,272.47855
10.0,10,272.496997
8.0,8,272.51166
10.0,10,272.530184
10.0,10,272.54861
9.0,9,272.565243
10.0,10,272.583622
10.0,10,272.602196
9.0,9,272.618735
11.0,11,272.639099
9.0,9,272.655578
10.0,10,272.67413
8.0,8,272.688828
8.0,8,272.703568
9.0,9,272.720276
8.0,8,272.735042
9.0,9,272.751947
10.0,10,272.77083
11.0,11,272.791146
10.0,10,272.809364
9.0,9,272.825855
10.0,10,272.843893
9.0,9,272.860177
10.0,10,272.878486
8.0,8,272.893108
10.0,10,272.911232
10.0,10,272.92929
9.0,9,272.945603
9.0,9,272.961942
10.0,10,272.980095
9.0,9,272.996499
9.0,9,273.012775
10.0,10,273.030902
10.0,10,273.048947
10.0,10,273.067077
9.0,9,273.083394
10.0,10,273.101674
9.0,9,273.117961
10.0,10,273.136012
11.0,11,273.155889
10.0,10,273.174009
10.0,10,273.192166
9.0,9,273.208431
10.0,10,273.226586
8.0,8,273.241126
8.0,8,273.255678
10.0,10,273.273829
9.0,9,273.29017
9.0,9,273.306515
9.0,9,273.322815
9.0,9,273.339131
10.0,10,273.357251
9.0,9,273.373548
9.0,9,273.389909
10.0,10,273.408023
9.0,9,273.424319
10.0,10,273.442481
10.0,10,273.46057
11.0,11,273.480475
8.0,8,273.495009
8.0,8,273.509502
10.0,10,273.527653
9.0,9,273.543923
8.0,8,273.558282
9.0,9,273.57454
8.0,8,273.589145
10.0,10,273.60744
9.0,9,273.623816
11.0,11,273.644458
10.0,10,273.662961
10.0,10,273.681244
9.0,9,273.697772
10.0,10,273.71599
9.0,9,273.732389
9.0,9,273.749045
10.0,10,273.76724
10.0,10,273.785544
9.0,9,273.80248
9.0,9,273.819448
9.0,9,273.836429
9.0,9,273.853191
8.0,8,273.867874
10.0,10,273.886267
10.0,10,273.904575
10.0,10,273.922949
9.0,9,273.939446
8.0,8,273.954647
10.0,10,273.973312
10.0,10,273.992245
9.0,9,274.009493
10.0,10,274.028698
10.0,10,274.047805
9.0,9,274.065053
10.0,10,274.084042
9.0,9,274.101177
10.0,10,274.120309
8.0,8,274.135085
9.0,9,274.15163
11.0,11,274.172016
8.0,8,274.18681
10.0,10,274.205232
9.0,9,274.221533
10.0,10,274.239669
9.0,9,274.25599
8.0,8,274.270497
10.0,10,274.288652
9.0,9,274.304942
9.0,9,274.321241
8.0,8,274.335892
10.0,10,274.354164
10.0,10,274.372374
9.0,9,274.388825
10.0,10,274.407079
9.0,9,274.423526
10.0,10,274.441772
10.0,10,274.460017
8.0,8,274.474663
10.0,10,274.492925
10.0,10,274.511214
10.0,10,274.529449
9.0,9,274.546021
10.0,10,274.564274
8.0,8,274.578906
9.0,9,274.595363
9.0,9,274.611808
10.0,10,274.63112
10.0,10,274.650113
9.0,9,274.666635
9.0,9,274.683082
9.0,9,274.699628
9.0,9,274.716232
10.0,10,274.734649
10.0,10,274.753079
10.0,10,274.771234
8.0,8,274.785719
10.0,10,274.803879
9.0,9,274.820421
10.0,10,274.838643
8.0,8,274.853167
10.0,10,274.871433
9.0,9,274.888864
10.0,10,274.908329
9.0,9,274.925307
10.0,10,274.944713
10.0,10,274.96423
9.0,9,274.980956
9.0,9,274.997585
9.0,9,275.014383
10.0,10,275.033164
10.0,10,275.052196
10.0,10,275.071323
10.0,10,275.090619
10.0,10,275.110123
9.0,9,275.127514
10.0,10,275.146983
9.0,9,275.16446
8.0,8,275.180054
11.0,11,275.201336
8.0,8,275.216381
10.0,10,275.235111
9.0,9,275.253465
9.0,9,275.270642
10.0,10,275.289042
9.0,9,275.30561
9.0,9,275.322247
9.0,9,275.338621
10.0,10,275.357085
9.0,9,275.374113
10.0,10,275.393094
9.0,9,275.40968
8.0,8,275.424504
11.0,11,275.444883
9.0,9,275.461525
9.0,9,275.478334
9.0,9,275.494768
9.0,9,275.511557
10.0,10,275.53121
8.0,8,275.546277
9.0,9,275.563018
10.0,10,275.581498
9.0,9,275.598171
9.0,9,275.615075
8.0,8,278.33762
9.0,9,278.353955
9.0,9,278.370231
10.0,10,278.38827
10.0,10,278.406301
9.0,9,278.422596
9.0,9,278.438875
8.0,8,278.453299
9.0,9,278.469515
10.0,10,278.487651
8.0,8,278.502321
10.0,10,278.520343
10.0,10,278.538423
10.0,10,278.556514
10.0,10,278.574597
10.0,10,278.592814
9.0,9,278.609313
8.0,8,278.624157
10.0,10,278.64294
9.0,9,278.659606
8.0,8,278.674334
9.0,9,278.690813
10.0,10,278.709131
8.0,8,278.723746
9.0,9,278.740251
9.0,9,278.756667
10.0,10,278.77536
10.0,10,278.794048
9.0,9,278.81115
10.0,10,278.830229
9.0,9,278.847537
10.0,10,278.866263
10.0,10,278.884935
10.0,10,278.903594
9.0,9,278.920691
9.0,9,278.937876
8.0,8,278.95275
11.0,11,278.973236
8.0,8,278.988081
9.0,9,279.004719
8.0,8,279.019569
9.0,9,279.036156
9.0,9,279.05277
10.0,10,279.071208
10.0,10,279.089672
10.0,10,279.108308
10.0,10,279.126455
9.0,9,279.142816
10.0,10,279.161125
10.0,10,279.179402
9.0,9,279.195918
10.0,10,279.214025
10.0,10,279.232106
8.0,8,279.246596
9.0,9,279.262883
10.0,10,279.281333
9.0,9,279.297937
10.0,10,279.316296
10.0,10,279.334738
9.0,9,279.35143
10.0,10,279.369852
10.0,10,279.389712
8.0,8,279.404784
9.0,9,279.421581
10.0,10,279.440292
9.0,9,279.45715
8.0,8,279.472153
10.0,10,279.491961
9.0,9,279.509049
10.0,10,279.528538
10.0,10,279.547636
10.0,10,279.567192
10.0,10,279.586714
10.0,10,279.606119
10.0,10,279.625869
9.0,9,279.643119
11.0,11,279.6641
8.0,8,279.679098
10.0,10,279.69786
10.0,10,279.716895
10.0,10,279.735551
8.0,8,279.750521
10.0,10,279.769215
9.0,9,279.786039
10.0,10,279.804683
10.0,10,279.823327
10.0,10,279.842029
10.0,10,279.860686
9.0,9,279.877497
9.0,9,279.894418
10.0,10,279.913487
10.0,10,279.932189
9.0,9,279.948995
11.0,11,279.969556
10.0,10,279.98827
8.0,8,280.00366
8.0,8,280.018624
10.0,10,280.037339
9.0,9,280.054169
9.0,9,280.070973
8.0,8,280.085943
8.0,8,280.101147
9.0,9,280.118618
10.0,10,280.137543
8.0,8,280.152675
10.0,10,280.171557
9.0,9,280.188652
8.0,8,280.203722
10.0,10,280.222347
10.0,10,280.241047
10.0,10,280.25973
9.0,9,280.276524
10.0,10,280.295226
9.0,9,280.312015
8.0,8,280.32697
9.0,9,280.343768
8.0,8,280.358679
9.0,9,280.375482
9.0,9,280.39236
10.0,10,280.411023
10.0,10,280.429653
10.0,10,280.448273
9.0,9,280.465073
9.0,9,280.48194
9.0,9,280.498753
10.0,10,280.517364
9.0,9,280.534158
10.0,10,280.552802
9.0,9,280.569649
9.0,9,280.586453
9.0,9,280.603094
10.0,10,280.621531
9.0,9,280.638278
10.0,10,280.656988
9.0,9,280.673683
10.0,10,280.692494
11.0,11,280.713514
8.0,8,280.728609
8.0,8,280.743737
9.0,9,280.760738
9.0,9,280.777779
10.0,10,280.796497
9.0,9,280.813705
10.0,10,280.833315
10.0,10,280.852831
10.0,10,280.87237
8.0,8,280.88774
10.0,10,280.907374
10.0,10,280.9265
10.0,10,280.945762
9.0,9,280.962433
8.0,8,280.977302
10.0,10,280.995864
10.0,10,281.014573
10.0,10,281.033129
8.0,8,281.04792
9.0,9,281.064567
10.0,10,281.083177
8.0,8,281.098099
9.0,9,281.114821
9.0,9,281.131474
10.0,10,281.14993
8.0,8,281.164623
8.0,8,281.179463
10.0,10,281.198111
9.0,9,281.214852
10.0,10,281.233445
9.0,9,281.25018
10.0,10,281.268665
9.0,9,281.285428
10.0,10,281.304053
8.0,8,281.318827
9.0,9,281.335293
10.0,10,281.353527
9.0,9,281.369958
10.0,10,281.388132
9.0,9,281.404463
9.0,9,281.420833
9.0,9,281.437149
9.0,9,281.453784
10.0,10,281.472195
10.0,10,281.491396
9.0,9,281.507847
9.0,9,281.524232
9.0,9,281.540571
8.0,8,281.555072
9.0,9,281.571398
8.0,8,281.585943
8.0,8,281.600499
9.0,9,281.61683
8.0,8,281.631353
9.0,9,281.647738
10.0,10,281.665898
9.0,9,281.682225
10.0,10,281.700419
8.0,8,281.714969
10.0,10,281.73319
9.0,9,281.749536
9.0,9,281.765893
11.0,11,281.785861
10.0,10,281.804881
9.0,9,281.821985
9.0,9,281.839128
8.0,8,281.854347
9.0,9,281.87139
9.0,9,281.889093
9.0,9,281.906302
10.0,10,281.925684
9.0,9,281.942811
10.0,10,281.961797
9.0,9,281.978988
10.0,10,281.9986
10.0,10,282.018651
9.0,9,282.035592
8.0,8,282.050674
9.0,9,282.067603
10.0,10,282.086684
10.0,10,282.105865
9.0,9,282.122989
9.0,9,282.140014
10.0,10,284.859606
8.0,8,284.874868
10.0,10,284.894385
10.0,10,284.912996
11.0,11,284.933688
10.0,10,284.952816
10.0,10,284.971507
10.0,10,284.990541
11.0,11,285.010897
10.0,10,285.029864
9.0,9,285.04645
8.0,8,285.061281
9.0,9,285.0779
10.0,10,285.096445
9.0,9,285.113325
9.0,9,285.12992
8.0,8,285.144675
9.0,9,285.161366
10.0,10,285.179796
10.0,10,285.19828
10.0,10,285.216706
9.0,9,285.233423
10.0,10,285.251813
9.0,9,285.268427
10.0,10,285.286883
10.0,10,285.305343
10.0,10,285.323797
9.0,9,285.341287
10.0,10,285.360304
9.0,9,285.377014
8.0,8,285.391878
10.0,10,285.410573
9.0,9,285.427369
10.0,10,285.446059
9.0,9,285.462777
8.0,8,285.477715
8.0,8,285.492638
9.0,9,285.509415
10.0,10,285.52813
10.0,10,285.546691
11.0,11,285.567274
9.0,9,285.584045
8.0,8,285.599084
9.0,9,285.615945
10.0,10,285.63458
9.0,9,285.651412
10.0,10,285.669971
10.0,10,285.688282
9.0,9,285.704615
8.0,8,285.719187
8.0,8,285.733776
10.0,10,285.752
9.0,9,285.768408
10.0,10,285.786665
9.0,9,285.803057
9.0,9,285.819463
8.0,8,285.834088
10.0,10,285.852296
8.0,8,285.86696
8.0,8,285.881519
10.0,10,285.899754
10.0,10,285.918173
8.0,8,285.932774
9.0,9,285.949147
9.0,9,285.965671
9.0,9,285.98224
9.0,9,285.99883
9.0,9,286.015204
10.0,10,286.033206
9.0,9,286.049429
10.0,10,286.067499
9.0,9,286.083714
8.0,8,286.098205
10.0,10,286.116353
10.0,10,286.134446
9.0,9,286.150836
9.0,9,286.16705
8.0,8,286.181595
10.0,10,286.19986
9.0,9,286.216282
10.0,10,286.234523
9.0,9,286.250843
8.0,8,286.265253
9.0,9,286.28148
10.0,10,286.299469
10.0,10,286.317518
9.0,9,286.333772
10.0,10,286.351788
9.0,9,286.368008
9.0,9,286.384265
9.0,9,286.400548
9.0,9,286.416805
9.0,9,286.433031
9.0,9,286.449254
10.0,10,286.467305
9.0,9,286.483595
10.0,10,286.501635
9.0,9,286.51786
9.0,9,286.534072
9.0,9,286.550295
10.0,10,286.568311
10.0,10,286.586302
9.0,9,286.602576
9.0,9,286.618843
8.0,8,286.633734
10.0,10,286.652479
9.0,9,286.669298
9.0,9,286.685708
9.0,9,286.702229
9.0,9,286.7188
9.0,9,286.735176
10.0,10,286.753381
10.0,10,286.771837
9.0,9,286.788453
9.0,9,286.805409
9.0,9,286.823766
10.0,10,286.84322
10.0,10,286.862579
11.0,11,286.883605
10.0,10,286.903581
9.0,9,286.920791
10.0,10,286.939969
10.0,10,286.958672
10.0,10,286.976881
8.0,8,286.991421
10.0,10,287.009755
8.0,8,287.024351
10.0,10,287.042526
8.0,8,287.057045
9.0,9,287.073346
10.0,10,287.091666
9.0,9,287.108404
10.0,10,287.126637
9.0,9,287.142985
9.0,9,287.159301
10.0,10,287.177482
9.0,9,287.194034
10.0,10,287.212241
8.0,8,287.227515
8.0,8,287.243234
9.0,9,287.260845
10.0,10,287.279668
10.0,10,287.298628
8.0,8,287.313897
10.0,10,287.332402
10.0,10,287.350798
10.0,10,287.369179
9.0,9,287.385682
9.0,9,287.402364
9.0,9,287.419005
10.0,10,287.43766
10.0,10,287.456668
8.0,8,287.472039
10.0,10,287.491553
9.0,9,287.510839
10.0,10,287.532001
10.0,10,287.551919
8.0,8,287.567738
8.0,8,287.583487
9.0,9,287.601438
10.0,10,287.620886
8.0,8,287.636193
8.0,8,287.651372
10.0,10,287.670335
10.0,10,287.689126
9.0,9,287.706075
9.0,9,287.723015
9.0,9,287.739859
9.0,9,287.756678
10.0,10,287.775347
9.0,9,287.792201
10.0,10,287.810871
10.0,10,287.829572
10.0,10,287.848243
8.0,8,287.863224
9.0,9,287.880071
9.0,9,287.896971
11.0,11,287.917563
9.0,9,287.934458
9.0,9,287.951382
10.0,10,287.970235
10.0,10,287.988983
10.0,10,288.007681
10.0,10,288.026361
9.0,9,288.0432
9.0,9,288.060042
9.0,9,288.076833
10.0,10,288.095626
10.0,10,288.114382
10.0,10,288.133129
10.0,10,288.151888
10.0,10,288.170667
10.0,10,288.189523
9.0,9,288.20657
8.0,8,288.222085
8.0,8,288.237138
9.0,9,288.254035
8.0,8,288.269076
8.0,8,288.284078
8.0,8,288.299133
9.0,9,288.316033
9.0,9,288.332785
10.0,10,288.350895
10.0,10,288.368984
10.0,10,288.387093
8.0,8,288.401651
10.0,10,288.419773
10.0,10,288.437878
9.0,9,288.45439
8.0,8,288.469299
10.0,10,288.487535
10.0,10,288.505619
8.0,8,288.520093
10.0,10,288.538206
9.0,9,288.554621
10.0,10,288.573024
9.0,9,288.589769
10.0,10,288.608187
10.0,10,288.626458
11.0,11,288.646742
10.0,10,291.389376
8.0,8,291.404545
10.0,10,291.423193
9.0,9,291.440378
9.0,9,291.457655
10.0,10,291.477076
10.0,10,291.4959
9.0,9,291.51352
8.0,8,291.529647
9.0,9,291.547518
8.0,8,291.563633
8.0,8,291.579985
9.0,9,291.597644
10.0,10,291.617248
11.0,11,291.638471
9.0,9,291.655547
10.0,10,291.673897
10.0,10,291.69206
10.0,10,291.710289
8.0,8,291.724981
8.0,8,291.73949
10.0,10,291.757529
10.0,10,291.775572
10.0,10,291.793659
10.0,10,291.811708
10.0,10,291.829764
10.0,10,291.847789
9.0,9,291.864034
8.0,8,291.878505
8.0,8,291.893137
9.0,9,291.909389
9.0,9,291.925624
9.0,9,291.942099
9.0,9,291.958552
10.0,10,291.976835
10.0,10,291.994973
10.0,10,292.013114
10.0,10,292.031514
9.0,9,292.047978
9.0,9,292.064169
8.0,8,292.078594
10.0,10,292.096665
10.0,10,292.115459
10.0,10,292.134254
10.0,10,292.153106
9.0,9,292.170069
9.0,9,292.187026
10.0,10,292.205841
8.0,8,292.220904
8.0,8,292.235826
9.0,9,292.252549
10.0,10,292.271096
9.0,9,292.287847
9.0,9,292.304521
9.0,9,292.321235
9.0,9,292.337937
9.0,9,292.354607
8.0,8,292.369495
8.0,8,292.384349
9.0,9,292.40132
8.0,8,292.416241
9.0,9,292.433094
10.0,10,292.451872
10.0,10,292.470592
9.0,9,292.48744
8.0,8,292.502359
8.0,8,292.517225
9.0,9,292.533957
10.0,10,292.552524
9.0,9,292.569259
8.0,8,292.584151
10.0,10,292.602437
9.0,9,292.619211
9.0,9,292.63595
9.0,9,292.652917
9.0,9,292.669562
10.0,10,292.688267
9.0,9,292.705225
9.0,9,292.722105
9.0,9,292.738992
10.0,10,292.757581
10.0,10,292.776125
10.0,10,292.794798
10.0,10,292.813379
8.0,8,292.828329
9.0,9,292.845024
8.0,8,292.860538
8.0,8,292.875513
9.0,9,292.892353
9.0,9,292.90916
8.0,8,292.924086
8.0,8,292.93909
9.0,9,292.956533
9.0,9,292.973237
8.0,8,292.98803
8.0,8,293.002631
9.0,9,293.019274
9.0,9,293.035917
9.0,9,293.052523
9.0,9,293.069112
10.0,10,293.087539
10.0,10,293.106321
10.0,10,293.125021
9.0,9,293.141826
8.0,8,293.156885
9.0,9,293.173875
8.0,8,293.188944
9.0,9,293.205974
8.0,8,293.221009
10.0,10,293.239671
10.0,10,293.258271
10.0,10,293.27683
10.0,10,293.295421
9.0,9,293.312144
9.0,9,293.328851
9.0,9,293.345563
9.0,9,293.362338
9.0,9,293.379077
10.0,10,293.397797
10.0,10,293.416363
9.0,9,293.433239
9.0,9,293.450092
9.0,9,293.466935
11.0,11,293.487568
9.0,9,293.504256
9.0,9,293.520976
10.0,10,293.539549
10.0,10,293.558138
9.0,9,293.57463
9.0,9,293.591202
9.0,9,293.607892
9.0,9,293.624579
9.0,9,293.641291
9.0,9,293.658226
9.0,9,293.6751
9.0,9,293.691939
9.0,9,293.708774
10.0,10,293.727573
9.0,9,293.744724
10.0,10,293.763543
10.0,10,293.782868
11.0,11,293.803566
10.0,10,293.822329
9.0,9,293.839368
10.0,10,293.858365
9.0,9,293.875414
9.0,9,293.892517
8.0,8,293.907215
10.0,10,293.92565
9.0,9,293.942439
9.0,9,293.959062
10.0,10,293.977603
10.0,10,293.996013
10.0,10,294.014589
9.0,9,294.031132
9.0,9,294.04767
10.0,10,294.065997
9.0,9,294.082611
9.0,9,294.099558
9.0,9,294.117048
10.0,10,294.135827
10.0,10,294.154274
10.0,10,294.172719
9.0,9,294.189525
8.0,8,294.204545
10.0,10,294.22276
10.0,10,294.240923
10.0,10,294.2593
8.0,8,294.27433
8.0,8,294.289387
9.0,9,294.305886
10.0,10,294.324245
10.0,10,294.342545
10.0,10,294.360878
9.0,9,294.377329
10.0,10,294.395843
9.0,9,294.412526
9.0,9,294.429391
10.0,10,294.447863
8.0,8,294.462841
10.0,10,294.482424
11.0,11,294.503053
10.0,10,294.522058
9.0,9,294.539239
9.0,9,294.556303
10.0,10,294.575446
10.0,10,294.593621
10.0,10,294.611885
9.0,9,294.62819
8.0,8,294.642737
10.0,10,294.661812
9.0,9,294.67906
9.0,9,294.695765
9.0,9,294.712427
9.0,9,294.729099
10.0,10,294.747491
10.0,10,294.766047
10.0,10,294.78433
9.0,9,294.800759
8.0,8,294.815931
9.0,9,294.83251
10.0,10,294.85149
9.0,9,294.869059
9.0,9,294.886646
10.0,10,294.906132
8.0,8,294.921575
8.0,8,294.936945
9.0,9,294.954189
8.0,8,294.969843
10.0,10,294.988133
9.0,9,295.004687
8.0,8,295.019418
10.0,10,295.03766
9.0,9,295.053933
9.0,9,295.070257
9.0,9,295.086549
10.0,10,295.105174
10.0,10,295.123307
9.0,9,295.13963
11.0,11,295.159594
10.0,10,295.177711
9.0,9,295.194393
10.0,10,297.937886
10.0,10,297.956429
11.0,11,297.976854
9.0,9,297.993429
10.0,10,298.011709
10.0,10,298.030251
8.0,8,298.044944
10.0,10,298.063515
10.0,10,298.081888
10.0,10,298.100441
10.0,10,298.118648
9.0,9,298.134963
10.0,10,298.153079
9.0,9,298.169441
8.0,8,298.183963
8.0,8,298.198745
9.0,9,298.215315
10.0,10,298.233395
10.0,10,298.251468
9.0,9,298.267742
10.0,10,298.285858
10.0,10,298.303923
10.0,10,298.321992
8.0,8,298.336454
10.0,10,298.354551
11.0,11,298.374407
8.0,8,298.388922
9.0,9,298.40522
10.0,10,298.423345
10.0,10,298.441468
9.0,9,298.457829
10.0,10,298.476027
8.0,8,298.490588
10.0,10,298.508696
9.0,9,298.524949
9.0,9,298.541222
9.0,9,298.5575
10.0,10,298.575629
10.0,10,298.593705
8.0,8,298.608256
9.0,9,298.624508
9.0,9,298.640847
9.0,9,298.657278
11.0,11,298.677867
10.0,10,298.696566
10.0,10,298.71494
9.0,9,298.731364
10.0,10,298.749822
10.0,10,298.768095
9.0,9,298.784608
9.0,9,298.801139
9.0,9,298.818001
9.0,9,298.834784
9.0,9,298.851875
10.0,10,298.871482
9.0,9,298.88925
8.0,8,298.904555
10.0,10,298.923785
10.0,10,298.943124
10.0,10,298.96238
9.0,9,298.979661
10.0,10,298.997907
8.0,8,299.012443
10.0,10,299.030599
9.0,9,299.046948
10.0,10,299.065119
9.0,9,299.081426
10.0,10,299.100012
9.0,9,299.116694
8.0,8,299.131212
9.0,9,299.147548
10.0,10,299.165681
9.0,9,299.182082
9.0,9,299.199014
9.0,9,299.215376
10.0,10,299.233492
10.0,10,299.251588
9.0,9,299.267916
10.0,10,299.286078
9.0,9,299.302648
9.0,9,299.319498
9.0,9,299.336447
11.0,11,299.35669
9.0,9,299.373202
9.0,9,299.389892
10.0,10,299.408899
8.0,8,299.423585
8.0,8,299.438293
10.0,10,299.456684
10.0,10,299.475912
9.0,9,299.493822
8.0,8,299.509912
10.0,10,299.530103
10.0,10,299.549536
8.0,8,299.564736
10.0,10,299.584585
10.0,10,299.604726
11.0,11,299.626245
9.0,9,299.643443
9.0,9,299.660661
10.0,10,299.679656
10.0,10,299.698771
9.0,9,299.715727
9.0,9,299.732594
9.0,9,299.749498
10.0,10,299.768225
9.0,9,299.784979
9.0,9,299.801748
10.0,10,299.820391
8.0,8,299.835277
10.0,10,299.853839
9.0,9,299.870602
9.0,9,299.887496
10.0,10,299.906577
9.0,9,299.92336
10.0,10,299.942153
9.0,9,299.959152
9.0,9,299.976121
9.0,9,299.993313
8.0,8,300.008306
8.0,8,300.023213
9.0,9,300.040004
9.0,9,300.056765
10.0,10,300.075369
10.0,10,300.094234
9.0,9,300.11141
10.0,10,300.130033
10.0,10,300.148677
10.0,10,300.167361
9.0,9,300.183954
10.0,10,300.202352
9.0,9,300.218738
10.0,10,300.237006
10.0,10,300.255254
8.0,8,300.269799
10.0,10,300.288081
9.0,9,300.304423
9.0,9,300.320946
9.0,9,300.337288
10.0,10,300.355304
9.0,9,300.37161
10.0,10,300.389903
10.0,10,300.407963
10.0,10,300.426014
9.0,9,300.442369
8.0,8,300.456806
10.0,10,300.474859
9.0,9,300.491091
9.0,9,300.507344
10.0,10,300.525533
9.0,9,300.541897
9.0,9,300.558202
10.0,10,300.576324
10.0,10,300.594581
11.0,11,300.614557
10.0,10,300.632716
10.0,10,300.650909
10.0,10,300.669013
8.0,8,300.683563
9.0,9,300.699954
